+0.0000000000000000, +0.0000000000000000, +1.0000000000000000, +0.0432235023352426
+0.0000000000000000, -0.2732665289126717, +0.9619383577839175, +0.0405219038229034
+0.1441861322126741, -0.1226520499198653, +0.9819199732809208, +0.0474217047270837
+0.0000000000000000, -0.5257311121191336, +0.8506508083520400, +0.0408037508115632
+0.1446373830629677, -0.3915794114763158, +0.9087054483871870, +0.0406974874138345
+0.2831584861794965, -0.2408689951603286, +0.9283336678560082, +0.0484647533732056
+0.0000000000000000, -0.7381753163429122, +0.6746089254835290, +0.0409066008448976
+0.1448879475284992, -0.6322683016527550, +0.7610809926585472, +0.0412027822569089
+0.2840258384296597, -0.5012689407723848, +0.8173486233678138, +0.0403706561819274
+0.4118918141546002, -0.3503761046641989, +0.8411787673929809, +0.0493548485485585
+0.0000000000000000, -0.8944271909999159, +0.4472135954999580, +0.0432235023352435
+0.1441861322126741, -0.8234042592482631, +0.5488312902243898, +0.0477600420733512
+0.2831584861794965, -0.7226069854809859, +0.6306032161657743, +0.0489195562853818
+0.4118918141546002, -0.5956802045039296, +0.6895724961123297, +0.0494967753709740
+0.5257311121191336, -0.4472135954999580, +0.7236067977499790, +0.0739379946535870
-0.1441861322126741, -0.1226520499198653, +0.9819199732809208, +0.0474217047270837
-0.1446373830629677, -0.3915794114763158, +0.9087054483871870, +0.0406974874138345
-0.2831584861794965, -0.2408689951603286, +0.9283336678560082, +0.0484647533732060
-0.1448879475284992, -0.6322683016527550, +0.7610809926585472, +0.0412027822569089
-0.2840258384296597, -0.5012689407723848, +0.8173486233678138, +0.0403706561819274
-0.4118918141546002, -0.3503761046641989, +0.8411787673929809, +0.0493548485485585
-0.1441861322126741, -0.8234042592482631, +0.5488312902243898, +0.0477600420733512
-0.2831584861794965, -0.7226069854809859, +0.6306032161657743, +0.0489195562853827
-0.4118918141546002, -0.5956802045039296, +0.6895724961123297, +0.0494967753709740
-0.5257311121191336, -0.4472135954999580, +0.7236067977499790, +0.0739379946535875
+0.1606220356400232, +0.2210772658842044, +0.9619383577839175, +0.0649506584716913
-0.1606220356400232, +0.2210772658842044, +0.9619383577839175, +0.0649506584716913
+0.3090169943749474, +0.4253254041760200, +0.8506508083520400, +0.0678264156106858
+0.0000000000000000, +0.4472135954999580, +0.8944271909999160, +0.0779474059319045
-0.3090169943749474, +0.4253254041760200, +0.8506508083520400, +0.0678264156106867
+0.4338885645526948, +0.5971963757495189, +0.6746089254835289, +0.0708647566710187
+0.1490440315144655, +0.6554361320378496, +0.7403981047309467, +0.0815071790997471
-0.1490440315144655, +0.6554361320378496, +0.7403981047309466, +0.0815071790997458
-0.4338885645526948, +0.5971963757495189, +0.6746089254835289, +0.0708647566710183
+0.5257311121191336, +0.7236067977499790, +0.4472135954999580, +0.0602802509536029
+0.2732665289126716, +0.8182736416337233, +0.5057209226277920, +0.0796603853178176
+0.0000000000000000, +0.8506508083520400, +0.5257311121191337, +0.0833021026557719
-0.2732665289126716, +0.8182736416337233, +0.5057209226277920, +0.0796603853178243
-0.5257311121191336, +0.7236067977499790, +0.4472135954999580, +0.0602802509536029
-0.3143170562424932, +0.0979064439354864, +0.9442558532468628, +0.0584281193575183
-0.4794768024708640, +0.3028068667512412, +0.8236564801788500, +0.0655175183686663
-0.4718629445548281, -0.0251816815772737, +0.8813122287072772, +0.0642498306650804
-0.6241249987360892, +0.4726959431854367, +0.6221145644081219, +0.0825910098125731
-0.6580917332091332, +0.1729896493882229, +0.7327959142123671, +0.0947890662335563
-0.6241249987360892, -0.1445740134985596, +0.7678322346538957, +0.1102810389875048
